date;gender;age;nation;comment
2023-09-20;Male;59;Austria;Service team was accommodating and provided clear instructions to fix the problem. I got a helpful reply from the support team quickly, very professional. I got a helpful reply from the support team quickly, very professional.
2022-09-13;Female;46;Switzerland;
2020-09-14;Male;25;Czech Republic;The customer servce was extremely responsive and resolved my issue within hours. The customer servce was extremely responsive and resolved my issue within hours. Service team was accommodating and provided clear instructions to fix the problem.
2019-08-17;Female;61;Poland;
2021-12-17;Male;26;Czech Republic;This washer's stylish appearance has definitely elevated my laundry room's aestehtics. I absolutely love the sleek design, it looks very modern and fits perfectly in my home. The minimalist look is impressive and makes the appliance feel premium. I absolutely love the sleek design, it looks very modern and fits perfectly in my home.
2021-02-14;Male;36;Germany;I got a helpful reply from the support team quickly, very professional. Service team was accommodating and provided clear instructions to fix the problem. The customer servce was extremely responsive and resolved my issue within hours. Service team was accommodating and provided clear instructions to fix the problem.
2021-10-12;Male;67;Germany;
2023-04-12;Male;19;Austria;I regret paying such a high price when budget models perform similarly. I regret paying such a high price when budget models perform similarly. I regret paying such a high price when budget models perform similarly. The washer is too expensive for the features it offers, feels overpriced. The washer is too expensive for the features it offers, feels overpriced. I regret paying such a high price when budget models perform similarly.
2020-11-29;Female;50;Switzerland;The price is standard but doesn't stand out as a bargain or a splurge. Cost-wise, this washer is neitehr cheap nor premium, it sits in the middle. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge. The price is standard but doesn't stand out as a bargain or a splurge.
2022-05-08;Male;33;Austria;Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me. The customer servce was okay but took some time to get back to me. Support team was adequate, neitehr exceptionally good nor bad. The customer servce was okay but took some time to get back to me.
2020-09-20;Male;55;Switzerland;The absence of an app integration feature makes it inconvenient to control remotely. The absence of an app integration feature makes it inconvenient to control remotely. Missing the sanitize option is disappointing as I need it for baby clotehs. Missing the sanitize option is disappointing as I need it for baby clotehs. The absence of an app integration feature makes it inconvenient to control remotely. I wish it had a steam cycle fetura for better stain removal, it's a missed opportunity. The absence of an app integration feature makes it inconvenient to control remotely.
